theta,phi,psi,altitude,vx,vy,vz,accelx,accely,accelz,yaw1,yaw2
89357.0,-147588.0,122186.0,394.0,0.0,0.0,0.0,980.77,-19.773,14.77,0.505,-0.16
89356.0,-147620.0,122150.0,394.0,0.0,0.0,0.0,983.157,-19.536,14.78,0.483,-0.19
89357.0,-147689.0,122079.0,394.0,0.0,0.0,0.0,982.614,-19.744,14.77,0.711,-0.05
89357.0,-147751.0,122013.0,394.0,0.0,0.0,0.0,984.697,-19.74,14.8,0.539,-0.08
89356.0,-147880.0,121878.0,394.0,0.0,0.0,0.0,986.481,-19.653,14.84,0.579,-0.11
89357.0,-147901.0,121856.0,394.0,0.0,0.0,0.0,986.11,-19.572,14.83,0.412,-0.25
89357.0,-147957.0,121798.0,394.0,0.0,0.0,0.0,986.103,-19.403,17.23,0.495,-0.17
89357.0,-147996.0,121756.0,394.0,0.0,0.0,0.0,986.026,-19.359,17.17,0.434,-0.23
89357.0,-148031.0,121718.0,394.0,0.0,0.0,0.0,983.752,-19.457,14.2,0.496,-0.16
89357.0,-148088.0,121660.0,394.0,0.0,0.0,0.0,981.36,-19.392,16.83,0.656,-0.15
89356.0,-148153.0,121590.0,394.0,0.0,0.0,0.0,981.933,-19.372,19.66,0.565,-0.2
89356.0,-148217.0,121525.0,394.0,0.0,0.0,0.0,982.32,-19.469,18.86,0.486,-0.19
89355.0,-148268.0,121471.0,394.0,0.0,0.0,0.0,982.29,-17.247,16.17,0.466,-0.04
89355.0,-148309.0,121429.0,394.0,0.0,0.0,0.0,982.347,-17.291,16.36,0.389,-0.09
89354.0,-148404.0,121332.0,394.0,0.0,0.0,0.0,982.292,-20.129,16.94,0.374,-0.02
89354.0,-148457.0,121275.0,394.0,0.0,0.0,0.0,982.357,-19.945,14.31,0.571,-0.1
89354.0,-148470.0,121259.0,394.0,0.0,0.0,0.0,982.281,-19.489,14.4,0.401,-0.26
89355.0,-148511.0,121216.0,394.0,0.0,0.0,0.0,982.201,-19.703,14.94,0.559,-0.16
89355.0,-148505.0,121219.0,394.0,0.0,0.0,0.0,982.187,-17.326,14.67,0.631,-0.23
89355.0,-148488.0,121233.0,394.0,0.0,0.0,0.0,979.823,-15.029,14.65,0.529,-0.16
89355.0,-148507.0,121211.0,394.0,0.0,0.0,0.0,977.533,-17.866,14.62,0.653,-0.15
89355.0,-148519.0,121197.0,394.0,0.0,0.0,0.0,978.178,-18.077,14.67,0.569,-0.2
89355.0,-148476.0,121237.0,394.0,0.0,0.0,0.0,978.638,-15.063,12.21,0.541,-0.19
89356.0,-148440.0,121270.0,394.0,0.0,0.0,0.0,978.504,-15.313,12.27,0.599,-0.17
89355.0,-148429.0,121277.0,394.0,0.0,0.0,0.0,980.838,-15.656,15.25,0.587,-0.18
89355.0,-148416.0,121288.0,394.0,0.0,0.0,0.0,983.155,-15.49,15.01,0.573,-0.18
89355.0,-148400.0,121301.0,394.0,0.0,0.0,0.0,982.584,-15.562,14.52,0.587,-0.18
